Arquivo;Motor_CV;Marca;RPM;Modelo;Polos;Tensao;Amperagem;Passo_Princ;Espiras_Princ;Fio_Princ;Passo_Aux;Espiras_Aux;Fio_Aux;Amp_Teste;Rolamentos;Capacitores;Peso_Kg_G
utlm tst.jpeg;N/A;WEG;3103;ELO;N/A;220;5;1;12;21;6;4;N/A;N/A;N/A;N/A;N/A
